date,time,hz_low,hz_high,hz_bin_width,num_samples,dB_1,dB_2,dB_3,dB_4,dB_5
2024-12-31,13:43:27.032707,435000000,440000000,1000000.00,20,-63.96,-66.98,-58.81,-64.64,-59.03
2024-12-31,13:43:27.032707,440000000,445000000,1000000.00,20,-59.11,-64.32,-56.67,-59.52,-54.03
2024-12-31,13:43:27.032707,450000000,455000000,1000000.00,20,-62.55,-63.94,-60.88,-63.80,-61.25
2024-12-31,13:43:27.032707,445000000,450000000,1000000.00,20,-55.15,-55.48,-57.48,-60.53,-63.11
2024-12-31,13:43:27.032707,455000000,460000000,1000000.00,20,-54.83,-50.70,-52.12,-57.01,-74.45
2024-12-31,13:43:27.032707,460000000,465000000,1000000.00,20,-55.26,-56.87,-57.54,-59.99,-66.43
2024-12-31,13:43:27.032707,470000000,475000000,1000000.00,20,-62.03,-64.65,-58.59,-60.34,-63.70
2024-12-31,13:43:27.032707,465000000,470000000,1000000.00,20,-60.35,-65.95,-61.25,-61.54,-64.16
2024-12-31,13:43:27.032707,475000000,480000000,1000000.00,20,-63.34,-65.14,-56.44,-66.86,-56.75
2024-12-31,13:43:27.032707,480000000,485000000,1000000.00,20,-65.45,-63.86,-64.23,-92.13,-65.70
2024-12-31,13:43:27.032707,490000000,495000000,1000000.00,20,-60.89,-59.92,-54.20,-52.99,-55.91
2024-12-31,13:43:27.032707,485000000,490000000,1000000.00,20,-62.52,-54.93,-56.91,-55.04,-54.82
2024-12-31,13:43:27.032707,495000000,500000000,1000000.00,20,-52.94,-63.43,-55.47,-57.53,-59.88
2024-12-31,13:43:27.032707,500000000,505000000,1000000.00,20,-55.70,-61.34,-68.41,-64.81,-57.86
2024-12-31,13:43:27.032707,510000000,515000000,1000000.00,20,-65.21,-67.54,-64.67,-59.20,-63.34
2024-12-31,13:43:27.032707,505000000,510000000,1000000.00,20,-65.01,-55.96,-58.24,-68.68,-74.59
2024-12-31,13:43:27.032707,515000000,520000000,1000000.00,20,-57.19,-68.64,-58.06,-53.17,-54.47
2024-12-31,13:43:27.032707,520000000,525000000,1000000.00,20,-58.98,-64.47,-54.18,-51.88,-56.93
2024-12-31,13:43:27.032707,530000000,535000000,1000000.00,20,-63.17,-76.22,-70.45,-63.87,-55.01
2024-12-31,13:43:27.032707,525000000,530000000,1000000.00,20,-54.70,-54.63,-55.83,-57.06,-61.40
2024-12-31,13:43:27.032707,535000000,540000000,1000000.00,20,-59.71,-59.92,-63.00,-77.40,-60.57
2024-12-31,13:43:27.032707,540000000,545000000,1000000.00,20,-60.46,-58.94,-59.04,-53.15,-52.37
2024-12-31,13:43:27.032707,550000000,555000000,1000000.00,20,-56.35,-56.59,-55.31,-51.59,-53.14
2024-12-31,13:43:27.032707,545000000,550000000,1000000.00,20,-58.02,-54.85,-54.39,-52.84,-55.26
2024-12-31,13:43:27.032707,555000000,560000000,1000000.00,20,-61.82,-58.41,-65.95,-60.12,-61.12
2024-12-31,13:43:27.032707,560000000,565000000,1000000.00,20,-54.07,-54.90,-55.63,-56.01,-60.96
2024-12-31,13:43:27.032707,570000000,575000000,1000000.00,20,-57.84,-58.19,-58.82,-64.39,-69.04
2024-12-31,13:43:27.032707,565000000,570000000,1000000.00,20,-62.31,-63.68,-63.07,-61.48,-60.02
2024-12-31,13:43:27.032707,575000000,580000000,1000000.00,20,-62.24,-56.21,-56.90,-63.86,-59.72
2024-12-31,13:43:27.032707,580000000,585000000,1000000.00,20,-66.67,-58.38,-58.14,-57.09,-58.58
2024-12-31,13:43:27.032707,590000000,595000000,1000000.00,20,-57.73,-55.58,-55.11,-54.41,-55.08
2024-12-31,13:43:27.032707,585000000,590000000,1000000.00,20,-67.29,-61.55,-56.80,-58.97,-65.78
2024-12-31,13:43:27.032707,595000000,600000000,1000000.00,20,-62.39,-63.05,-61.85,-61.52,-63.91
2024-12-31,13:43:27.032707,600000000,605000000,1000000.00,20,-57.08,-57.44,-61.06,-63.12,-60.87
2024-12-31,13:43:27.032707,610000000,615000000,1000000.00,20,-62.81,-56.91,-54.58,-56.69,-87.36
2024-12-31,13:43:27.032707,605000000,610000000,1000000.00,20,-55.53,-60.04,-66.21,-61.90,-60.95
2024-12-31,13:43:27.032707,615000000,620000000,1000000.00,20,-60.39,-60.80,-60.90,-64.16,-60.26
2024-12-31,13:43:27.032707,620000000,625000000,1000000.00,20,-72.43,-59.88,-61.32,-58.40,-58.42
2024-12-31,13:43:27.032707,630000000,635000000,1000000.00,20,-60.69,-60.59,-63.15,-66.74,-66.47
2024-12-31,13:43:27.032707,625000000,630000000,1000000.00,20,-59.31,-68.90,-59.48,-55.35,-61.34
2024-12-31,13:43:27.032707,635000000,640000000,1000000.00,20,-62.50,-58.72,-62.07,-78.46,-72.51
2024-12-31,13:43:27.032707,640000000,645000000,1000000.00,20,-58.93,-60.31,-56.76,-55.73,-57.25
2024-12-31,13:43:27.032707,650000000,655000000,1000000.00,20,-60.50,-53.34,-52.94,-57.00,-60.58
2024-12-31,13:43:27.032707,645000000,650000000,1000000.00,20,-60.19,-56.13,-64.52,-55.53,-55.22
2024-12-31,13:43:27.032707,655000000,660000000,1000000.00,20,-61.50,-64.85,-66.01,-56.40,-55.65
2024-12-31,13:43:27.032707,660000000,665000000,1000000.00,20,-55.43,-58.84,-61.29,-59.60,-62.90
2024-12-31,13:43:27.032707,670000000,675000000,1000000.00,20,-61.21,-71.09,-62.68,-64.39,-76.69
2024-12-31,13:43:27.032707,665000000,670000000,1000000.00,20,-59.27,-60.83,-76.36,-61.93,-64.91
2024-12-31,13:43:27.032707,675000000,680000000,1000000.00,20,-66.40,-64.59,-59.66,-65.44,-68.22
2024-12-31,13:43:27.032707,680000000,685000000,1000000.00,20,-61.78,-69.91,-59.09,-60.61,-61.91
2024-12-31,13:43:27.032707,690000000,695000000,1000000.00,20,-58.76,-59.88,-73.91,-63.80,-67.77
2024-12-31,13:43:27.032707,685000000,690000000,1000000.00,20,-63.59,-66.11,-60.63,-64.99,-64.86
2024-12-31,13:43:27.032707,695000000,700000000,1000000.00,20,-55.19,-54.70,-56.84,-56.47,-59.99
2024-12-31,13:43:27.032707,700000000,705000000,1000000.00,20,-54.75,-52.87,-60.50,-58.42,-68.95
2024-12-31,13:43:27.032707,710000000,715000000,1000000.00,20,-61.82,-59.88,-65.67,-67.01,-57.89
2024-12-31,13:43:27.032707,705000000,710000000,1000000.00,20,-53.89,-55.90,-57.84,-62.65,-63.35
2024-12-31,13:43:27.032707,715000000,720000000,1000000.00,20,-59.99,-56.63,-54.43,-73.30,-54.51
2024-12-31,13:43:27.032707,720000000,725000000,1000000.00,20,-58.60,-52.46,-56.64,-63.38,-63.90
2024-12-31,13:43:27.032707,730000000,735000000,1000000.00,20,-61.32,-67.81,-60.92,-64.51,-72.06
2024-12-31,13:43:27.032707,725000000,730000000,1000000.00,20,-53.81,-52.63,-56.90,-61.54,-68.31
2024-12-31,13:43:27.032707,735000000,740000000,1000000.00,20,-59.13,-61.73,-72.22,-56.25,-53.15
2024-12-31,13:43:27.032707,740000000,745000000,1000000.00,20,-73.32,-60.25,-57.98,-57.77,-56.03
2024-12-31,13:43:27.032707,750000000,755000000,1000000.00,20,-54.78,-65.55,-59.87,-59.05,-61.93
2024-12-31,13:43:27.032707,745000000,750000000,1000000.00,20,-65.55,-57.39,-56.66,-56.71,-56.85
2024-12-31,13:43:27.032707,755000000,760000000,1000000.00,20,-79.53,-59.78,-57.49,-53.87,-54.91
2024-12-31,13:43:27.032707,760000000,765000000,1000000.00,20,-55.90,-57.95,-63.57,-62.32,-61.59
2024-12-31,13:43:27.032707,770000000,775000000,1000000.00,20,-62.88,-58.61,-58.55,-58.02,-55.01
2024-12-31,13:43:27.032707,765000000,770000000,1000000.00,20,-63.94,-57.41,-57.74,-64.34,-79.89
2024-12-31,13:43:27.032707,775000000,780000000,1000000.00,20,-58.25,-57.94,-62.17,-63.82,-64.28
2024-12-31,13:43:27.032707,780000000,785000000,1000000.00,20,-72.93,-58.50,-57.05,-61.55,-60.24
2024-12-31,13:43:27.032707,790000000,795000000,1000000.00,20,-66.32,-65.01,-60.13,-57.13,-57.80
2024-12-31,13:43:27.032707,785000000,790000000,1000000.00,20,-54.91,-57.01,-52.19,-55.32,-60.47
2024-12-31,13:43:27.032707,795000000,800000000,1000000.00,20,-61.84,-62.54,-61.27,-58.77,-65.48
2024-12-31,13:43:27.032707,800000000,805000000,1000000.00,20,-55.75,-57.75,-52.27,-56.89,-53.90
2024-12-31,13:43:27.032707,810000000,815000000,1000000.00,20,-62.24,-68.77,-63.91,-65.89,-70.28
2024-12-31,13:43:27.032707,805000000,810000000,1000000.00,20,-55.18,-57.77,-60.73,-62.64,-55.62
2024-12-31,13:43:27.032707,815000000,820000000,1000000.00,20,-61.10,-69.14,-64.78,-58.83,-64.67
2024-12-31,13:43:27.032707,820000000,825000000,1000000.00,20,-62.60,-72.73,-64.53,-55.31,-53.58
2024-12-31,13:43:27.032707,830000000,835000000,1000000.00,20,-57.84,-64.96,-56.62,-58.94,-53.48
2024-12-31,13:43:27.032707,825000000,830000000,1000000.00,20,-58.32,-62.49,-59.66,-70.77,-59.39
2024-12-31,13:43:27.032707,835000000,840000000,1000000.00,20,-59.69,-68.33,-67.88,-62.67,-57.12
2024-12-31,13:43:27.032707,840000000,845000000,1000000.00,20,-60.21,-62.77,-60.00,-56.97,-59.99
2024-12-31,13:43:27.032707,850000000,855000000,1000000.00,20,-63.69,-64.38,-60.89,-65.07,-68.31
2024-12-31,13:43:27.032707,845000000,850000000,1000000.00,20,-65.25,-77.95,-66.22,-73.99,-60.84
2024-12-31,13:43:27.032707,855000000,860000000,1000000.00,20,-53.77,-60.64,-62.51,-60.39,-56.29
2024-12-31,13:43:27.032707,860000000,865000000,1000000.00,20,-54.76,-65.61,-67.60,-55.34,-56.60
2024-12-31,13:43:27.032707,870000000,875000000,1000000.00,20,-64.80,-64.43,-60.20,-58.31,-60.34
2024-12-31,13:43:27.032707,865000000,870000000,1000000.00,20,-63.25,-64.50,-59.49,-69.81,-60.81
2024-12-31,13:43:27.032707,875000000,880000000,1000000.00,20,-61.09,-62.80,-64.02,-56.22,-55.20
2024-12-31,13:43:27.032707,880000000,885000000,1000000.00,20,-51.51,-66.08,-61.87,-69.16,-56.83
2024-12-31,13:43:27.032707,890000000,895000000,1000000.00,20,-53.55,-56.53,-74.51,-57.32,-53.91
2024-12-31,13:43:27.032707,885000000,890000000,1000000.00,20,-60.25,-58.41,-61.28,-72.79,-67.02
2024-12-31,13:43:27.032707,895000000,900000000,1000000.00,20,-66.80,-59.45,-61.24,-58.25,-55.46
2024-12-31,13:43:27.032707,900000000,905000000,1000000.00,20,-56.72,-57.80,-63.21,-58.73,-56.54
2024-12-31,13:43:27.032707,910000000,915000000,1000000.00,20,-61.41,-65.92,-61.66,-59.61,-66.03
2024-12-31,13:43:27.032707,905000000,910000000,1000000.00,20,-61.96,-59.95,-69.38,-57.57,-54.46
2024-12-31,13:43:27.032707,915000000,920000000,1000000.00,20,-61.13,-55.45,-57.08,-63.21,-62.70
2024-12-31,13:43:27.032707,920000000,925000000,1000000.00,20,-56.05,-63.47,-55.16,-54.35,-55.65
2024-12-31,13:43:27.032707,930000000,935000000,1000000.00,20,-69.07,-59.51,-54.73,-55.84,-58.23
2024-12-31,13:43:27.032707,925000000,930000000,1000000.00,20,-64.02,-59.93,-75.80,-59.05,-65.32
2024-12-31,13:43:27.032707,935000000,940000000,1000000.00,20,-54.25,-55.00,-58.93,-67.58,-62.44
2024-12-31,13:43:27.032707,940000000,945000000,1000000.00,20,-57.56,-60.53,-56.41,-59.11,-59.26
2024-12-31,13:43:27.032707,950000000,955000000,1000000.00,20,-50.05,-60.43,-72.87,-64.38,-66.15
2024-12-31,13:43:27.032707,945000000,950000000,1000000.00,20,-60.02,-57.25,-53.87,-44.19,-43.22
2024-12-31,13:43:27.032707,955000000,960000000,1000000.00,20,-55.61,-55.67,-58.95,-62.62,-61.79
2024-12-31,13:43:27.032707,960000000,965000000,1000000.00,20,-55.40,-57.94,-58.10,-63.08,-72.43
2024-12-31,13:43:27.032707,970000000,975000000,1000000.00,20,-56.50,-51.59,-53.17,-56.41,-59.66
2024-12-31,13:43:27.032707,965000000,970000000,1000000.00,20,-76.88,-66.81,-68.44,-61.61,-60.39
2024-12-31,13:43:27.032707,975000000,980000000,1000000.00,20,-59.48,-68.26,-59.58,-59.06,-61.25
2024-12-31,13:43:27.032707,980000000,985000000,1000000.00,20,-55.15,-52.80,-54.77,-60.29,-63.91
2024-12-31,13:43:27.032707,990000000,995000000,1000000.00,20,-59.76,-57.97,-55.36,-53.12,-57.84
2024-12-31,13:43:27.032707,985000000,990000000,1000000.00,20,-64.17,-59.17,-56.18,-61.77,-55.44
2024-12-31,13:43:27.032707,995000000,1000000000,1000000.00,20,-72.31,-70.82,-66.06,-64.40,-54.27
2024-12-31,13:43:27.032707,1000000000,1005000000,1000000.00,20,-73.33,-68.41,-59.95,-65.84,-58.22
2024-12-31,13:43:27.032707,1010000000,1015000000,1000000.00,20,-55.52,-60.59,-59.94,-57.28,-61.15
2024-12-31,13:43:27.032707,1005000000,1010000000,1000000.00,20,-54.72,-60.16,-63.72,-63.41,-63.25
2024-12-31,13:43:27.032707,1015000000,1020000000,1000000.00,20,-55.89,-53.91,-56.33,-57.69,-55.94
2024-12-31,13:43:27.032707,1020000000,1025000000,1000000.00,20,-55.47,-53.86,-57.86,-63.07,-62.98
2024-12-31,13:43:27.032707,1030000000,1035000000,1000000.00,20,-59.65,-54.11,-55.97,-66.89,-58.82
2024-12-31,13:43:27.032707,1025000000,1030000000,1000000.00,20,-59.16,-68.03,-61.37,-64.03,-59.46
2024-12-31,13:43:27.032707,1035000000,1040000000,1000000.00,20,-62.05,-62.07,-62.39,-57.97,-59.09
2024-12-31,13:43:27.032707,1040000000,1045000000,1000000.00,20,-59.60,-68.72,-58.06,-62.65,-65.87
2024-12-31,13:43:27.032707,1050000000,1055000000,1000000.00,20,-58.84,-58.50,-64.97,-59.98,-62.27
2024-12-31,13:43:27.032707,1045000000,1050000000,1000000.00,20,-50.88,-58.97,-66.23,-59.15,-57.66
2024-12-31,13:43:27.032707,1055000000,1060000000,1000000.00,20,-56.45,-60.61,-72.82,-68.32,-65.94
2024-12-31,13:43:27.032707,1060000000,1065000000,1000000.00,20,-56.00,-56.56,-68.80,-59.69,-59.11
2024-12-31,13:43:27.032707,1070000000,1075000000,1000000.00,20,-62.18,-61.96,-58.41,-56.96,-68.55
2024-12-31,13:43:27.032707,1065000000,1070000000,1000000.00,20,-68.73,-60.32,-58.95,-55.57,-54.42
2024-12-31,13:43:27.032707,1075000000,1080000000,1000000.00,20,-65.68,-62.67,-66.92,-63.98,-68.39
2024-12-31,13:43:27.032707,1080000000,1085000000,1000000.00,20,-54.32,-56.44,-55.32,-57.06,-58.09
2024-12-31,13:43:27.032707,1090000000,1095000000,1000000.00,20,-57.95,-54.35,-53.31,-54.39,-56.06
2024-12-31,13:43:27.032707,1085000000,1090000000,1000000.00,20,-56.48,-58.64,-62.20,-62.48,-63.68
2024-12-31,13:43:27.032707,1095000000,1100000000,1000000.00,20,-65.05,-59.44,-56.69,-59.00,-68.09
2024-12-31,13:43:27.032707,1100000000,1105000000,1000000.00,20,-65.79,-63.47,-61.08,-67.65,-66.31
2024-12-31,13:43:27.032707,1110000000,1115000000,1000000.00,20,-59.23,-63.27,-60.38,-56.55,-57.72
2024-12-31,13:43:27.032707,1105000000,1110000000,1000000.00,20,-63.87,-64.33,-63.66,-55.42,-55.42
2024-12-31,13:43:27.032707,1115000000,1120000000,1000000.00,20,-53.88,-57.19,-58.90,-57.15,-56.62
2024-12-31,13:43:27.032707,1120000000,1125000000,1000000.00,20,-65.12,-60.70,-63.46,-64.02,-60.97
2024-12-31,13:43:27.032707,1130000000,1135000000,1000000.00,20,-57.68,-61.04,-56.85,-56.15,-65.63
2024-12-31,13:43:27.032707,1125000000,1130000000,1000000.00,20,-59.75,-56.23,-60.34,-59.26,-58.30
2024-12-31,13:43:27.032707,1135000000,1140000000,1000000.00,20,-67.19,-65.76,-64.92,-56.92,-57.33
2024-12-31,13:43:27.032707,1140000000,1145000000,1000000.00,20,-60.39,-67.80,-55.51,-55.40,-65.89
2024-12-31,13:43:27.032707,1150000000,1155000000,1000000.00,20,-67.97,-64.39,-58.20,-53.09,-53.22
2024-12-31,13:43:27.032707,1145000000,1150000000,1000000.00,20,-64.60,-61.60,-57.48,-67.61,-65.87
2024-12-31,13:43:27.032707,1155000000,1160000000,1000000.00,20,-73.82,-56.00,-53.15,-54.25,-55.87
2024-12-31,13:43:27.032707,1160000000,1165000000,1000000.00,20,-64.16,-56.34,-57.65,-66.21,-60.38
2024-12-31,13:43:27.032707,1170000000,1175000000,1000000.00,20,-61.65,-55.48,-54.92,-58.82,-64.99
2024-12-31,13:43:27.032707,1165000000,1170000000,1000000.00,20,-54.22,-54.24,-60.26,-72.79,-61.70
2024-12-31,13:43:27.032707,1175000000,1180000000,1000000.00,20,-59.32,-57.96,-67.55,-65.29,-59.88
2024-12-31,13:43:27.032707,1180000000,1185000000,1000000.00,20,-72.04,-72.08,-68.29,-60.83,-57.39
2024-12-31,13:43:27.032707,1190000000,1195000000,1000000.00,20,-54.83,-51.83,-54.67,-64.90,-53.54
2024-12-31,13:43:27.032707,1185000000,1190000000,1000000.00,20,-63.99,-63.49,-57.34,-57.39,-62.06
2024-12-31,13:43:27.032707,1195000000,1200000000,1000000.00,20,-63.07,-61.56,-60.57,-60.22,-72.89
2024-12-31,13:43:27.032707,1200000000,1205000000,1000000.00,20,-54.68,-59.09,-57.98,-60.92,-63.45
2024-12-31,13:43:27.032707,1210000000,1215000000,1000000.00,20,-62.94,-58.71,-60.20,-69.15,-59.02
